date,slow_value,fast_vol,curve_slope
2007-03-31,-0.6095813319967129,0.47939964516055883,0.19829259086112597
2007-04-30,-0.8091744772067211,0.07911608355202676,0.16861893272414397
2007-05-31,-0.7884854679182104,-0.20457371876384145,0.11802541594641752
2007-06-30,-0.7997957176862168,-0.2974959845493611,0.16733289678079752
2007-07-31,-0.7833967725830037,-0.3916790836788062,0.1201105944571785
2007-08-31,-0.7636551822701684,-0.6169401534979373,0.05123195697744234
2007-09-30,-0.6956442166583514,-0.14460363841527063,-0.19192491764998568
2007-10-31,-0.4811625532522674,-0.29632246107655746,-0.09803833070903392
2007-11-30,-0.5769678331376759,-0.00015894631450799612,-0.08763549347015545
2007-12-31,-0.5660663467130149,-0.09014168967465194,-0.10591484041839287
2008-01-31,-0.49014365409263405,-0.2895094607854272,-0.12294393097240792
2008-02-29,-0.5070258890254749,-0.6932437461680332,-0.10375606484632914
2008-03-31,-0.4949273023590951,-0.6295963743720627,-0.23225318005728773
2008-04-30,-0.5080368501602229,-0.4896563090016244,-0.21469308721879934
2008-05-31,-0.48867963949247945,-0.7026814625668352,-0.09532329584781203
2008-06-30,-0.41055419606019405,-0.2549561635109361,-0.0409666582593726
2008-07-31,-0.29284496524548076,0.04119283936535245,0.07516752419122627
2008-08-31,-0.25787953644300887,0.07263596800613913,0.13257932178457504
2008-09-30,-0.3063331264368051,-0.016949387149384827,0.14273265867072119
2008-10-31,-0.3441872153114016,-0.7453458588273665,0.07294685771001627
2008-11-30,-0.39329004885111085,-0.2636617505384887,-0.12373993420859651
2008-12-31,-0.4431008496893417,0.29265565892946593,-0.35052096229497454
2009-01-31,-0.4519541564350055,0.010649548518522983,-0.4947836182281845
2009-02-28,-0.43832242630467316,-0.2606182403529701,-0.7264908943877977
2009-03-31,-0.47458917308184867,-0.5898350657963993,-0.561272699352276
2009-04-30,-0.46002619493992325,-0.7481064817247279,-0.49698091165558583
2009-05-31,-0.2945497149696834,-0.9138799618687592,-0.5591948199811296
2009-06-30,-0.2949324205358081,-0.6293673820811188,-0.49914378970829165
2009-07-31,-0.4077930794486551,-0.4134725075887502,-0.5780083432382502
2009-08-31,-0.4593347479422518,-0.02187561659241144,-0.6064025945436347
2009-09-30,-0.39923536988466385,-0.12102612236019918,-0.5436536345805699
2009-10-31,-0.37675424342051933,0.10043752723961293,-0.42907841511132094
2009-11-30,-0.4261735311111602,0.5619832727841737,-0.3361032593293424
2009-12-31,-0.3383229061141564,0.6873215965790636,-0.35758792865598676
2010-01-31,-0.33376741902886886,0.5042615855175725,-0.3009544893900686
2010-02-28,-0.1883028046782847,0.9087370798509962,0.06858570737576453
2010-03-31,-0.0357386013981828,1.1424780342457175,0.05666508696609808
2010-04-30,-0.10116069808833597,0.8074288862306784,0.024691172539653607
2010-05-31,-0.17815310881529156,0.494509985582607,0.06673566903726302
2010-06-30,-0.16821610089459876,0.6193981707208875,0.12410686390737721
2010-07-31,-0.12776867523091845,0.8161988408916956,0.1047330007473736
2010-08-31,-0.11667558079547977,1.013790807833295,0.1938295276941849
2010-09-30,-0.232237261758168,0.7517184464409759,0.33426360149702483
2010-10-31,-0.1853659811659166,0.9009714363763237,0.15881846594303184
2010-11-30,-0.14199086990015453,0.035227809325039994,0.22017408918206277
2010-12-31,-0.23278300612177744,0.4588349904397492,0.13787721960052574
2011-01-31,-0.21296424910197265,0.41542012559035135,0.12900391223594335
2011-02-28,-0.3266933402570832,0.519689873560702,0.07241803661820445
2011-03-31,-0.11794985885048254,0.2957742560153289,0.09250975617663641
2011-04-30,-0.13765943191795343,0.736121410746527,0.2391304583219857
2011-05-31,-0.08117156710755549,0.839752772147805,0.13588465845837924
2011-06-30,-0.15149503781336252,0.9891357848944671,0.042753059980105784
2011-07-31,-0.16820101086048816,0.23743329505471983,0.0038875387264539693
2011-08-31,-0.1273553934956422,0.151959227080288,-0.14575151773735498
2011-09-30,-0.05751240346665869,0.16582926496811845,-0.3867155646222851
2011-10-31,-0.14174355311879702,0.017303925059132474,-0.407679656657487
2011-11-30,-0.1235061565303476,0.33946841090763596,-0.38192844355075733
2011-12-31,-0.12624608291292824,0.6483771954639521,-0.1898216304067969
2012-01-31,-0.14656329284366715,0.9431781358434355,-0.3491396414374323
2012-02-29,-0.016025788378553868,0.8076604785758653,-0.4048718197774213
2012-03-31,-0.05489576365400765,0.6074182432460693,-0.2382673052454168
2012-04-30,0.01723410362733315,0.5170237370616745,-0.2568263360441433
2012-05-31,0.024742282774246126,0.0005470608101099117,-0.2763550513504151
2012-06-30,-0.0443215898585914,-0.10803353697522816,-0.21022592700095347
2012-07-31,-0.06932937633660441,-0.6101105597682615,-0.08605257067700425
2012-08-31,-0.06951297584699097,-0.3035123835720452,-0.15176542685856337
2012-09-30,-0.08938671272381013,-0.3067103821170296,0.00043061159302748564
2012-10-31,-0.18716837005944967,0.04241325684548944,-0.010790511811848097
2012-11-30,-0.12774725978894136,-0.16536747541882932,-0.17929211786975988
2012-12-31,-0.05352493847937198,-0.23981242351760257,-0.12118269238223639
2013-01-31,0.0012502172255653352,-0.6996982188826726,-0.16563087480402122
2013-02-28,-0.018070492436866013,-0.32935996439909,-0.09566328539493246
2013-03-31,0.04226354222147411,-0.3056441556563674,0.04452701871502407
2013-04-30,0.04213294382625503,-0.23916015063976084,-0.00971723514634068
2013-05-31,-0.05089551777500342,-0.1777948842859555,0.015888138997779487
2013-06-30,-0.02823768553068476,0.5245705579485672,0.04383802237310255
2013-07-31,0.0015413165169971613,-0.026272769872977053,0.014042583113086649
2013-08-31,0.0028986985001838213,0.12031078195348087,-0.008506475377421822
2013-09-30,0.029236113783157623,-0.21704075343385026,0.1036339869221773
2013-10-31,0.10935334632246606,-0.49825735434703056,-0.05719955418176817
2013-11-30,0.05072807862877695,-0.30832206625487985,-0.1434218301281546
2013-12-31,0.06005925162870376,0.000942798503661274,-0.03749351955230612
2014-01-31,0.1446458937835411,-0.44753703884025803,-0.23654486397915808
2014-02-28,0.17723628836938948,-0.5554089725528453,-0.29762185008425146
2014-03-31,0.08223201084757288,-0.5952009181151159,-0.22476628949602412
2014-04-30,-0.040871305767089125,-0.8427498196482675,-0.1125229786114773
2014-05-31,0.00498408161036059,-1.1200731138275253,-0.2961451120840902
2014-06-30,0.026225290533057354,-0.5621594963539044,-0.07838801810421533
2014-07-31,0.06906225754262763,-0.23584619339927632,-0.10948736911344861
2014-08-31,0.06149153153858679,-0.3294137747547573,0.002988043202874213
2014-09-30,0.07923239185987882,0.04755273060717277,0.020363138183070364
2014-10-31,-0.008712231504544046,-0.013968996514440814,0.11206891505392304
2014-11-30,0.010132509403091745,-0.5687103575683903,0.1949538766512314
2014-12-31,-0.03657584958588263,-0.028703842052975714,0.13342802776855114
